customer,Product
ASTI,301-2-8773-33400
K.SOURCE,360715304
K.SOURCE,1.4*16
K.SOURCE,1.5*16
K.SOURCE,1.0*10
K.SOURCE,1.5*14
K.SOURCE,1.0*16
K.SOURCE,1.5*18
K.SOURCE,2.5*16
NISSEI,3440302
NISSEI,3600418
NISSEI,3600400
NISSEI,3600384
NISSEI,3600392
NISSEI TH? Ð?C,"4002341 BRKT., CONNECTOR(KMX-M222G-000)"
NISSEI M? THO,4110755
NISSEI M? THO,4110771
NISSEI M? THO,4110763
SANKO MOLD,SO-DB4MF-302
SANKO MOLD,SO-DB4MF-303
SANKO MOLD,SO-DB4MF-304
VMT,32733995
VMT,32733996
VMT,32733998
THERMTROL,016-026
THERMTROL,010-039-C
THERMTROL,028-124
AMPHENOL AIR LB,PLAN3564-0047-XXX
BELMONT,1A0CDVA0
BELMONT,1A0CCVA0
BELMONT,1A0CE2A0
BELMONT,1A0CD3BA
BELMONT,1A0CCXA0
BELMONT,1A0CD1A0
BELMONT,1A0CDTA0
BELMONT,1A0CDZBA
BELMONT,1A0CD6A0
BELMONT,1A0CDPC0
BELMONT,1A0CDNAA
BELMONT,1A0CDLA0
BELMONT,1A0CD2BA
BELMONT,1A0CE3A0
BELMONT,1A0CCUA0
BELMONT,1A0CE4A0
BELMONT,1A0CCSA0
BELMONT,1A0CDXBA
BELMONT,1A0CCZA0
BELMONT,1A0CDWCA
BELMONT,FALC54A0
BELMONT,FATB45EA
BELMONT,FATA97EA
BELMONT,1A0DP6B0
BELMONT,FALB10B0
BELMONT,FATB03A0
BELMONT,1A0D76AA
BELMONT,1A08B5A0
BELMONT,1A08B4A0
BELMONT,FATA69E0
BELMONT,FATA72C0
BELMONT,FATA73C0
BELMONT,1G01W6A0
BELMONT,1A0DANAA
BELMONT,1A075XA0
BELMONT,1A0D2ZB0
BELMONT,FATA58FA
BELMONT,FATA67C0
BELMONT,1A0GN3BA
BELMONT,1A0GN4BA
BELMONT,1A0GN8BA
BELMONT,1A0H3KCA
BELMONT,AAFF12BA
BELMONT,AAFK81A0
BELMONT,AAFK85AA
BELMONT,AAFK86AA
BELMONT,AAFT80A0
BELMONT,FALC75A0
BELMONT,1A0BEFA0
BELMONT,FAAA49B01
BELMONT,1A0HLZA0
BELMONT,FATA38C0
BELMONT,1A0H9LBA
BELMONT,1A0HAAAA
BELMONT,1A0H9KA0
BELMONT,1A0CDMB0
BELMONT,1A0CK4AA
BELMONT,1A0BJWA0
BELMONT,1A0CU8C0
BELMONT,1A0BEPA0
BELMONT,1A0JXRAA
BELMONT,FATB11B0
BELMONT,AAFR20A0
BELMONT,DAQE03AA
BELMONT,AAET59A0
BELMONT,1A0J2UBA
BELMONT,FATA66D0
BELMONT,DAQB02AA
BELMONT,1A0KRXA0
BELMONT,1A0MJPA0
BELMONT,DAQJ07CA
BELMONT,1A0AJVA0
BELMONT,AAER88A0
BELMONT,AAET63B0
BELMONT,AAET61B0
BELMONT,DAQR05A0
BELMONT,DAQR02A0
BELMONT,DACJ52A0
BELMONT,DACR77A0
BELMONT,1A0KYJA0
BELMONT,AADE51C0
BELMONT,AAFS63A0
BELMONT,G-00870
BELMONT,1A0J2TCA
BELMONT,1A114NA0
BELMONT,1A0E7PA0
BELMONT,AAFT87A0
BELMONT,1A0B9RA0
BELMONT,FATA70KA
BELMONT,FACA39A0
BELMONT,1A0SKRA0
BELMONT,1A0V59A0
BELMONT,1A0VMBA0
BELMONT,1A0VR0A0
BELMONT,1A0V5QA0
BELMONT,1A0V5AA0
BELMONT,1A0VE4A0
BELMONT,1A0V57AA
BELMONT,1A0V5CA0
BELMONT,AADS26B0
IBEX,TRNK RIDI STGRTRY CLSPPPRF 2
IBEX,TRNK RIDI STGRTRY CLSPPPRF 1
IBEX,TRNK RIDI GRTRY EXTCAP HRD 
TAKARA BELMONT OSAKABELMONT TECHNO KYOTO CORPORATION,1A0BFPA0
TAKARA BELMONT OSAKABELMONT TECHNO KYOTO CORPORATION,1A0BFRB0
TAKARA BELMONT OSAKABELMONT TECHNO KYOTO CORPORATION,1A0BFQB0
TAKARA BELMONT OSAKABELMONT TECHNO KYOTO CORPORATION,1A0B9RA0
TAKARA BELMONT CORPORATION SHIGA FACTORY,1A03V1A0
CTY FOCUS LIGHTING,YSH0400080VN
CTY FOCUS LIGHTING,YSH0400081VN
D&D,1000036698
D&D,1000036693
TRANSWORLD(USA),TW168 092
 LIXIL (D'ADDARIO),P093K01
 LIXIL (D'ADDARIO),P093A04
 LIXIL (D'ADDARIO),P093B04
 LIXIL (D'ADDARIO),P093A05
 LIXIL (D'ADDARIO),P093B05
 LIXIL (D'ADDARIO),P093A03
 LIXIL (D'ADDARIO),P093B03
 LIXIL (D'ADDARIO),P093H01
 LIXIL (D'ADDARIO),P093H03
D'ADDARIO,PWXPNDPR01-B ( P093B07 )
D'ADDARIO,PWXPNDPR02-B ( P093B08 )
NAGAE VN,SUS304-2B T3.0
NAGAE VN,SUS304-2B T2.0
PANASONIC,15WHPV971B
PANASONIC,15WH3V971B
PANASONIC,15WU4V160A03
PANASONIC,15WH3V160
PANASONIC,15WA1V160A06
PANASONIC,20WA1V160A06
PANASONIC,25PF60931A
PANASONIC,25PF60930
PANASONIC,20T3Z0970
PANASONIC,20TGU6911
PANASONIC,30PF60970
PANASONIC,20PEP6982A
PANASONIC,25PEP6982A
PANASONIC, 15TGU6911
PANASONIC,30PEP6985
PANASONIC,20PEP6985
PANASONIC,25PEP6985
PANASONIC,25T3Z0970
PANASONIC,25T3Z0976
PANASONIC,20WA1V160BNBM
PANASONIC,20WH3V160B
PANASONIC,30PEP6982A
YUWA VI?T NAM,013398-001-01
YUWA VI?T NAM,013417-001-01
YUWA VI?T NAM,013470-001-01
YUWA VI?T NAM,013395-001-01
YUWA VI?T NAM,014035-001-03
YUWA VI?T NAM,013421-002-03
SA`I GO`N PRECISION, KXT46-11A
SA`I GO`N PRECISION,KXT46-06A
SA`I GO`N PRECISION,KXT46-12A
SA`I GO`N PRECISION,KXL-06030-08A
SA`I GO`N PRECISION,KXL-06030-09A
SA`I GO`N PRECISION,KXL-06030-11A(SUS)
SA`I GO`N PRECISION,KXL-06030-07A
SA`I GO`N PRECISION,KXT-04015-04A(SUS)
SA`I GO`N PRECISION,KXL-06030-12A (SUS)
SA`I GO`N PRECISION,KXG06-06A
SA`I GO`N PRECISION,KXG-06020-07A
SA`I GO`N PRECISION,KXG-06020-13A
SA`I GO`N PRECISION,KXG06-03A
TYS,S03
MK.SEIKO,HB-D105S1
MK.SEIKO,HB-D114Y1
MK.SEIKO,HB-D146S0
VMT,33609696AB/33611982AB
VMT,33609781B
VMT,33610787A/B/781D
VMT,33609780D/786B
VMT,33610791A
VMT,33609319B
VMT,33609319A
VMT,33610789B
VMT,33610786A
VMT,33610789A
VMT,33609780B
VMT,33609780A
VMT,33609781A
MK.SEIKO,RM-A616Z1
MK.SEIKO,HB-A887Z0
MK.SEIKO,RC-A318S0
D&D,1000038713
D&D,1000038707
D&D,1000036694
D&D,1000035441
D&D,1000035442
D&D,1000038714
D&D,1000038715
FURUKAWA,Þ8
FURUKAWA,Þ17
FURUKAWA,
FURUKAWA,Ø5
FURUKAWA,Þ10
FURUKAWA,Þ13
FURUKAWA,Þ19
FURUKAWA,Þ7
FUJI,E3175
FUJI,E0193B
FUJI,PG-A-11C-P
FUJI,PG-A-11A-P
FUJI,PG-A-11B-P
FUJI,E0073-M
FUJI,E0071
FUJI,E0065
FUJI,E3178
FUJI,E0019
VMEP,11108-HLK-0003-L1
VMEP,90403-M9Q-9000
VMEP,90403-M92-0000-L1
VMEP,94510-22000-L1
VMEP,90451-M8Q-0000
VMEP,94511-14000-L1
VMEP,94510-20000-L1
VMEP,94540-07010-L1
VMEP,94109-12000-L1
VMEP,94524-47000-L1
VMEP,53109-VB4-0003
VMEP,90501-M9Q-0000-L1
VMEP,28117-A05-0000
VMEP,31141-VA2-0000
VMEP,32961-VA2-0001
VMEP,94101-KAT-0000
VMEP,94101-VF3-0000
MITSUBA,A2846-860-01-000
MITSUBA,A4775-792-00-000
MITSUBA,A8207-946-01-000
MITSUBA,A6422-996-00-000
MITSUBA,A8861-548-00-000
MITSUBA,A8194-453-00-000
MITSUBA,A6279-725-00-000
MITSUBA,A3188-927-00-000
MITSUBA,A4042-063-00-000
MITSUBA,A8946-244-00-000
MITSUBA,A7345-240-00-000
MITSUBA,A7583-393-01-000
MITSUBA,A6392-490-01-000
SG METAL,HRT-BTR(2SP)-2
SG METAL,HRT-TOGO-KL
SG METAL,HRT-BTR(2SPH)-1
SG METAL,HRT-BOHNTR (3)
SG METAL,HRT-A(MQSU)-1
FUJIKURA,CAS0116
FUJIKURA,CAS0455
FUJIKURA,MST0005
FUJIKURA,MST0006
FUJIKURA,MCA0262
FUJIKURA,MCN0250
FUJIKURA,PNJAA-0079-71-03
FUJIKURA,PIN0062
KURABE,9538067
KURABE,9538073
KURABE,9538252
KURABE,9538252D
KURABE,9538340
KURABE,V7300525
CÔNG TY TNHH WAKYO MAGALL,TX-103C002
FUJITSU,LC22873-001A
FUJITSU,LC13864-001A
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AT29888C01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE41791C01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE41840C01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE28838C01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AD09373D01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AC01814C01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AC01815A01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE48897A01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AD14417-01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE56402A01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE56414C01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE56601A01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),AE56402A01
NIDEC ADVANCED MOTOR ( CHANGZHOU) CORPORATION ,AE56402-01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),UE03357F01
Công ty TNHH NIDEC ADVANCED MOTOR (VI?T NAM),UE00341D01
FUJIYA,Ø4
FUJIYA,Ø6
BROTHER,XF1475001
BROTHER,XF1482001
BROTHER,XF1484101
BROTHER,XF1564001
BROTHER,XF1565001
BROTHER,XF1567001
BROTHER,XE9130001
BROTHER,XE9150201
BROTHER,XE9161001
BROTHER,XE9325001
BROTHER,XE1448001
BROTHER,XF8906001
BROTHER,XF8632001
BROTHER,XF8736001
BROTHER,XF8932001
BROTHER,XF9560001
BROTHER,XC8086050
BROTHER,XC9478050
BROTHER,XG0777001
BROTHER,XG0917001
BROTHER,XG0918001
BROTHER,XC9444151
BROTHER,XE1526001
BROTHER,XA0361020
BROTHER,XE1471001
BROTHER,XG6322001
BROTHER,XG7703001
BROTHER,XG7468001
BROTHER,XD0604050
BROTHER,XH2599001
BROTHER,XH2586001
BROTHER,XH3442001
BROTHER,XH2582001
BROTHER,XH2596001
BROTHER,XH2580001
BROTHER,XH4848001
BROTHER,XH4858001
BROTHER,XH4809001(Thi?t k? cu)
BROTHER,XH4809001
BROTHER,XH4780001
BROTHER,XF5277001
BROTHER,XF5403001
BROTHER,D00N8S001
BROTHER,D00NB8001
BROTHER,D00NJ3001
BROTHER,D00NLU001
BROTHER,D00WAE001
BROTHER,D00WVR001
BROTHER,D00XUP001 
BROTHER,D00Y1G001
BROTHER,XE2199001
BROTHER,XE2998001
BROTHER,D02FC4001
BROTHER,D02FC6101
BROTHER,D02FD5001
BROTHER,D02FD6001
BROTHER,D02G1W001 (Thiê´t kê´ mo´i)
BROTHER,D02H4K001
BROTHER,D02H4L001
BROTHER,D02H4P001
BROTHER,D02MFP001
BROTHER,D02MFT001
BROTHER,D02MFV001
BROTHER,D02MFW001
BROTHER,D02MGZ001
BROTHER,D02N6C001
BROTHER,D02R8V001
BROTHER,D03ADV001
BROTHER,D03A0A001
BROTHER,D03A2B001
BROTHER,D039XD001
BROTHER,D03A0K001
BROTHER,D03A1P001
BROTHER,D03A1R001
BROTHER,D03B5W001
BROTHER,D03BCN001
TANAKA,E54-5162-60-R2
TANAKA,E54-196-6R4
TAKAZONO,CS4CC-012B
TAKAZONO,FF4CC-002
TAKAZONO,DG2F-302B-B
TAKAZONO,DG2F-302B-A-1
TAKAZONO,KPWCR-029A
TAKAZONO,KPWCR-030A
TAKAZONO,GSWSH-020
STAR ELEC,M-207212
STAR ELEC,M-207205
STAR ELEC,M-207206
NAKANO,D4-189477
NAKANO,D4-189478
TOWA DENKI,Stopper SGCC No.4
TOWA DENKI,Stopper SGCC No.5
SHARP(JAPAN)(ASUE),LANGK5627TPZZ
SHARP(JAPAN)(ASUE),LANGK5628TPZZ
KYOKUTO,2550033-2H
KYOKUTO,2550024-20H
KYOKUTO,2550022H
KYOKUTO,2550028H
KYOKUTO,2550030H
KYOKUTO,2550107-H
KYOKUTO,2550025-1H
KYOKUTO,2550026-3RH
KYOKUTO,2550068-1H
KYOKUTO,2550053B-H
KYOKUTO,2550037-H
KYOKUTO,2550069-1H
JYS VN,6031-001517
SR SUNTOUR,EMMWS059
"SPARTRONICS VIETNAM, INC",DI-006982
FUJIKURA JAPAN,014469-001
FOSTER ELECTRIC VIET NAM,663604
HANGNAM,090TC003AA01 90-112FR
HANGNAM,TB09003AA01 90FR
HANGNAM,090TB003AA02 100-112FR
HANGNAM,132TC003AA01 132FR
HANGNAM,160TC003AA01 160~200FR
HANGNAM,160TB003AA01 160FR
HANGNAM,160TB003AA02 180FR
HANGNAM,160TB003AA03 200FR
HANGNAM,132TB003AA01 132FR
HANGNAM,TC20003AA1
HANGNAM,TB20003AA1
